1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,6,6,6,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,6,6,6,6,1,
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,16,6,6,6,1,
1,6,6,6,17,17,17,17,17,17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,16,16,6,6,1,
1,6,6,6,17,17,17,17,17,17,6,6,6,6,6,6,6,6,6,6,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,16,6,6,1,
1,6,6,6,17,6,10,17,17,17,13,6,6,6,6,6,6,6,6,6,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,16,6,6,1,
1,6,6,17,17,17,17,17,17,17,17,17,17,17,6,6,6,6,6,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,6,6,6,1,
1,6,6,6,17,17,17,17,17,17,17,17,17,17,17,6,6,6,6,6,14,14,14,14,6,6,6,6,6,6,14,14,14,6,6,6,6,6,16,16,16,16,16,16,16,16,6,6,6,1,
1,6,6,6,6,14,14,14,14,14,14,14,17,17,17,17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,6,6,6,6,6,6,16,16,16,16,16,16,16,6,6,6,1,
1,6,6,6,14,14,14,14,14,14,14,14,6,6,17,17,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,14,6,6,6,6,6,6,6,16,16,16,16,16,6,6,6,6,1,
1,6,6,6,14,14,14,14,14,14,14,14,6,6,17,17,17,6,6,6,6,6,6,6,6,6,6,6,6,14,14,14,14,6,6,6,6,6,6,6,6,6,16,16,6,6,6,6,6,1,
1,6,6,6,6,14,14,14,14,14,14,14,6,6,6,17,17,6,6,6,6,6,6,6,6,6,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
